,,Region:,2,,,,,Organization Type:,Academe,,,,,,Position:,,,College Dean,,,,,,,,
,,Address:,"C-2, Sanchez Mira, Cagayan",,,,,,,,,,,,E-mail : ,,,mannyalipio@csu.edu.ph,,,,,,,,
,,                ,,,,,,,,,,,,,Telephone/Mobile Nos: ,,,9985591721,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
127,14111506-CF-L11,"COMPUTER CONTINUOUS FORM, 1 ply, 280mm x 241mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,945.36,0.00
128,14111506-CF-L12,"COMPUTER CONTINUOUS FORM, 1 ply, 280mm x 378mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,973.92",0.00
129,14111514-NP-S02,"NOTEPAD, stick-on, 50mm x 76mm",pad,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,37.06,0.00
130,14111514-NP-S04,"NOTEPAD, stick-on, 76mm x 100mm",pad,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,59.28,0.00
131,14111514-NP-S03,"NOTEPAD, stick-on, 76mm x 76mm",pad,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,52.00,0.00
132,14111514-NB-S02,STENO NOTEBOOK,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,14.04,0.00
133,14111507-PP-M01,"PAPER, MULTICOPY A4",ream,0,30,0,30,"6,414.00",0,0,0,0,0.00,0,30,0,30,"6,414.00",0,0,0,0,0.00,60,213.80,"12,828.00"
134,14111507-PP-M02,"PAPER, MULTICOPY LEGAL",ream,0,30,0,30,"6,988.80",0,0,0,0,0.00,0,30,0,30,"6,988.80",0,0,0,0,0.00,60,232.96,"13,977.60"
135,14111507-PP-C01,"PAPER, MULTIPURPOSE A4",ream,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,137.74,0.00
136,14111507-PP-C02,"PAPER, MULTIPURPOSE LEGAL",ream,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,158.91,0.00
137,14111531-PP-R01,"PAD PAPER, ruled",pad,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,34.82,0.00
138,14111503-PA-P01,"PAPER, parchment",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,154.21,0.00
139,14111531-RE-B01,"RECORD BOOK, 300 PAGES",book,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,91.70,0.00
140,14111531-RE-B02,"RECORD BOOK, 500 PAGES",book,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,124.56,0.00
141,14111704-TT-P04,"TISSUE, INTERFOLDED PAPER TOWEL",pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,33.80,0.00
142,14111704-TT-P02,"TOILET TISSUE PAPER, 2 ply",pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,99.84,0.00
PERFUMES OR COLOGNES OR FRAGRANCES,,,,,,,,,,,,,,,,,,,,,,,,,,
143,53131626-HS-S01,HAND SANITIZER,bottle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,85.08,0.00
PESTICIDES OR PEST REPELLENTS,,,,,,,,,,,,,,,,,,,,,,,,,,
144,10191509-IN-A01,INSECTICIDE,can,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,139.36,0.00
PRINTED PUBLICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,
145,55101524-RA-H01,HANDBOOK ON PHILIPPINE GOVERNMENT PROCUREMENT (RA 9184 and its IRR),book,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,37.21,0.00
PRINTER OR FACSIMILE OR PHOTOCOPIER SUPPLIES (CONSUMABLES),,,,,,,,,,,,,,,,,,,,,,,,,,
1,44103109-BR-D05,"DRUM CARTRIDGE, BROTHER DR-3455, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"6,947.20",0.00
2,44103105-CA-C04,"INK CARTRIDGE, CANON CL-741, Colored",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,126.32",0.00
3,44103105-CA-C02,"INK CARTRIDGE, CANON CL-811, Colored",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,178.32",0.00
4,44103105-CA-B04,"INK CARTRIDGE, CANON PG-740, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,861.12,0.00
5,44103105-CA-B02,"INK CARTRIDGE, CANON PG-810, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,892.32,0.00
6,44103105-EP-B17,"INK CARTRIDGE, EPSON C13T664100 (T6641), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,231.90,0.00
7,44103105-EP-C17,"INK CARTRIDGE, EPSON C13T664200 (T6642), Cyan",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,242.20,0.00
8,44103105-EP-M17,"INK CARTRIDGE, EPSON C13T664300 (T6643), Magenta",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,242.20,0.00
9,44103105-EP-Y17,"INK CARTRIDGE, EPSON C13T664400 (T6644), Yellow",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,242.20,0.00
10,44103105-HP-B40,"INK CARTRIDGE, HP C2P04AA (HP62), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,852.80,0.00
11,44103105-HP-T40,"INK CARTRIDGE, HP C2P06AA (HP62), Tri-color",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,048.32",0.00
12,44103105-HP-B09,"INK CARTRIDGE, HP C9351AA (HP21), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,910.00,0.00
13,44103105-HP-T10,"INK CARTRIDGE, HP C9352AA (HP22), Tri-color",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,053.52",0.00
14,44103105-HP-B17,"INK CARTRIDGE, HP CC640WA (HP60), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,880.88,0.00
15,44103105-HP-T17,"INK CARTRIDGE, HP CC643WA (HP60), Tri-color",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,047.28",0.00
16,44103105-HX-C40,"INK CARTRIDGE, HP CD972AA (HP920XL), Cyan",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,823.68,0.00
17,44103105-HX-M40,"INK CARTRIDGE, HP CD973AA (HP920XL), Magenta",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,823.68,0.00
18,44103105-HX-Y40,"INK CARTRIDGE, HP CD974AA (HP920XL), Yellow",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,823.68,0.00
19,44103105-HX-B40,"INK CARTRIDGE, HP CD975AA (HP920XL), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,541.28",0.00
20,44103105-HP-B20,"INK CARTRIDGE, HP CH561WA (HP61), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,865.28,0.00
21,44103105-HP-T20,"INK CARTRIDGE, HP CH562WA (HP61), Tri-color",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,066.00",0.00
22,44103105-HX-B43,"INK CARTRIDGE, HP CN045AA (HP950XL), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,970.80",0.00
23,44103105-HX-C43,"INK CARTRIDGE, HP CN046AA (HP951XL), Cyan",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,517.36",0.00
24,44103105-HX-M43,"INK CARTRIDGE, HP CN047AA (HP951XL), Magenta",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,517.36",0.00
25,44103105-HX-Y43,"INK CARTRIDGE, HP CN048AA (HP951XL), Yellow",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,517.36",0.00
26,44103105-HP-B36,"INK CARTRIDGE, HP CN692AA (HP704), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,419.12,0.00
27,44103105-HP-T36,"INK CARTRIDGE, HP CN693AA (HP704), Tri-color",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,419.12,0.00
28,44103105-HP-B33,"INK CARTRIDGE, HP CZ107AA (HP678), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,404.56,0.00
29,44103105-HP-T33,"INK CARTRIDGE, HP CZ108AA (HP678), Tri-color",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,404.56,0.00
30,44103105-HP-T43,"INK CARTRIDGE, HP F6V26AA (HP680), Tri-color",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,424.32,0.00
31,44103105-HP-B43,"INK CARTRIDGE, HP F6V27AA (HP680), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,424.32,0.00
32,44103105-HP-C50,"INK CARTRIDGE, HP L0S51AA (HP955), Cyan Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,982.80,0.00
33,44103105-HP-M50,"INK CARTRIDGE, HP L0S54AA (HP955), Magenta Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,982.80,0.00
34,44103105-HP-Y50,"INK CARTRIDGE, HP L0S57AA (HP955), Yellow Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,982.80,0.00
35,44103105-HP-B50,"INK CARTRIDGE, HP L0S60AA (HP955), Black Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,294.80",0.00
36,44103105-HX-C48,"INK CARTRIDGE, HP L0S63AA (HP955XL), Cyan Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,339.52",0.00
37,44103105-HX-M48,"INK CARTRIDGE, HP L0S66AA (HP955XL), Magenta",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,339.52",0.00
38,44103105-HX-Y48,"INK CARTRIDGE, HP L0S69AA (HP955XL), Yellow",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,339.52",0.00
39,44103105-HX-B48,"INK CARTRIDGE, HP L0S72AA (HP955XL), Black Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,817.92",0.00
40,44103105-HP-C51,"INK CARTRIDGE, HP T6L89AA (HP905), Cyan Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,468.00,0.00
41,44103105-HP-M51,"INK CARTRIDGE, HP T6L93AA (HP905), Magenta Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,468.00,0.00
42,44103105-HP-Y51,"INK CARTRIDGE, HP T6L97AA (HP905), Yellow Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,468.00,0.00
43,44103105-HP-B51,"INK CARTRIDGE, HP T6M01AA (HP905), Black Original",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,774.80,0.00
44,44103112-EP-R05,"RIBBON CARTRIDGE, EPSON C13S015516 (#8750), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,77.43,0.00
45,44103112-EP-R13,"RIBBON CARTRIDGE, EPSON C13S015632, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,77.94,0.00
46,44103112-EP-R07,"RIBBON CARTRIDGE, EPSON C13S015531 (S015086)",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,818.48,0.00
47,44103103-BR-B09,"TONER CARTRIDGE, BROTHER TN-3320, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"3,567.20",0.00
48,44103103-BR-B11,"TONER CARTRIDGE, BROTHER TN-3350, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"5,002.40",0.00
49,44103103-BR-B15,"TONER CARTRIDGE, BROTHER TN-3478, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"5,575.44",0.00
50,44103103-BR-B16,"TONER CARTRIDGE, BROTHER TN-456 Black, High Yield",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,564.56",0.00
51,44103103-BR-C03,"TONER CARTRIDGE, BROTHER TN-456 Cyan, High Yield",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"7,716.80",0.00
52,44103103-BR-M03,"TONER CARTRIDGE, BROTHER TN-456 Magenta, High Yield",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"7,716.80",0.00
53,44103103-BR-Y03,"TONER CARTRIDGE, BROTHER TN-456 Yellow, High Yield",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"7,716.80",0.00
54,44103103-CA-B00,"TONER CARTRIDGE, CANON CRG-324 II",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"13,399.36",0.00
55,44103103-HP-B12,"TONER CARTRIDGE, HP CB435A, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"3,439.28",0.00
56,44103103-HP-B18,"TONER CARTRIDGE, HP CE255A, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"7,705.36",0.00
57,44103103-HP-B21,"TONER CARTRIDGE, HP CE278A, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,152.72",0.00
58,44103103-HP-B22,"TONER CARTRIDGE, HP CE285A (HP85A), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"3,598.40",0.00
59,44103103-HP-B23,"TONER CARTRIDGE, HP CE310A, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,608.32",0.00
60,44103103-HP-C23,"TONER CARTRIDGE, HP CE311A, Cyan",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,897.44",0.00
61,44103103-HP-Y23,"TONER CARTRIDGE, HP CE312A, Yellow",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,897.44",0.00
62,44103103-HP-M23,"TONER CARTRIDGE, HP CE313A, Magenta",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,897.44",0.00
63,44103103-HP-B28,"TONER CARTRIDGE, HP CE505A, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,495.92",0.00
64,44103103-HP-B52,"TONER CARTRIDGE, HP CF217A (HP17A), Black LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"3,194.88",0.00
65,44103103-HP-B53,"TONER CARTRIDGE, HP CF226A (HP26A), Black LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"5,822.96",0.00
66,44103103-HP-B56,"TONER CARTRIDGE, HP CF281A (HP81A), Black LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"8,658.00",0.00
67,44103103-HP-B57,"TONER CARTRIDGE, HP CF283A (HP83A), LaserJet Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"3,367.52",0.00
68,44103103-HP-B58,"TONER CARTRIDGE, HP CF287A (HP87), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"10,908.56",0.00
69,44103103-HP-B60,"TONER CARTRIDGE, HP CF350A, Black Laserjet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,856.88",0.00
70,44103103-HP-C60,"TONER CARTRIDGE, HP CF351A, Cyan Laserjet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,943.20",0.00
71,44103103-HP-Y60,"TONER CARTRIDGE, HP CF352A, Yellow Laserjet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,943.20",0.00
72,44103103-HP-M60,"TONER CARTRIDGE, HP CF353A, Magenta Laserjet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,943.20",0.00
73,44103103-HP-B61,"TONER CARTRIDGE, HP CF360A (HP508A), Black LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"7,803.12",0.00
74,44103103-HP-C61,"TONER CARTRIDGE, HP CF361A (HP508A), Cyan LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"9,783.28",0.00
75,44103103-HP-Y61,"TONER CARTRIDGE, HP CF362A (HP508A), Yellow LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"9,783.28",0.00
76,44103103-HP-M61,"TONER CARTRIDGE, HP CF363A (HP508A), Magenta LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"9,783.28",0.00
77,44103103-HP-B62,"TONER CARTRIDGE, HP CF400A (HP201A), Black LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"3,439.28",0.00
78,44103103-HP-C62,"TONER CARTRIDGE, HP CF401A (HP201A), Cyan LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,063.28",0.00
79,44103103-HP-Y62,"TONER CARTRIDGE, HP CF402A (HP201A), Yellow LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,063.28",0.00
80,44103103-HP-M62,"TONER CARTRIDGE, HP CF403A (HP201A), Magenta LaserJet",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,063.28",0.00
81,44103103-HP-B63,"TONER CARTRIDGE, HP CF410A (HP410A), Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,328.48",0.00
82,44103103-HP-C63,"TONER CARTRIDGE, HP CF411A (HP410A), Cyan",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"5,592.08",0.00
83,44103103-HP-Y63,"TONER CARTRIDGE, HP CF412A (HP410A), Yellow",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"5,592.08",0.00
84,44103103-HP-M63,"TONER CARTRIDGE, HP CF413A (HP410A), Magenta",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"5,592.08",0.00
85,44103103-HP-B34,"TONER CARTRIDGE, HP Q2612A, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,155.84",0.00
86,44103103-HP-B48,"TONER CARTRIDGE, HP Q7553A, Black",cart,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"4,680.00",0.00
SOFTWARE,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43231513-SFT-001,Business function specific software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
2,43231602-SFT-002,Finance accounting and enterprise resource planning ERP software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
3,43232004-SFT-003,Computer game or entertainment software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
4,43232107-SFT-004,Content authoring and editing software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
5,43232202-SFT-005,Content management software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
6,43232304-SFT-006,Data management and query software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
7,43232402-SFT-007,Development software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
8,43232505-SFT-008,Educational or reference software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
9,43232603-SFT-009,Industry specific software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
10,43233501-SFT-016,Information exchange software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
11,43232701-SFT-010,Network applications software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
12,43232802-SFT-011,Network management software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
13,43232905-SFT-012,Networking software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
14,43233004-SFT-013,Operating environment software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
15,43233205-SFT-014,Security and protection software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
16,43233405-SFT-015,Utility and device driver software,license,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
PART II. OTHER ITEMS NOT AVAILABLE AT PS-DBM BUT ARE REGULARLY PURCHASED FROM OTHER SOURCES (Note: Please indicate price of items),,,,,,,,,,,,,,,,,,,,,,,,,,
1,80141505-TS-001,BALLPEN, piece ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
2,80141505-TS-002,MULTIFUNCTION PRINTER, unit ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
3,80141505-TS-003,LAMINATING FILM, pack ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
4,80141505-TS-004,STICKER PAPER , pack ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
5,80141505-TS-005,DOUBLE SIDED TAPE, roll ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
6,80141505-TS-006,PHOTO PAPER, pack ,0,2,0,2,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,2,0.00,0.00
7,80141505-TS-007,BLEACHING SOLUTION, bottle ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
8,80141505-TS-008,CERTIFICATE FRAME, piece ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
9,80141505-TS-009,CERTIFICATE HOLDER, piece ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
10,80141505-TS-010,UNINTERRUPTIBLE POWER SUPPLY, unit ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
11,80141505-TS-011,AIR CONDITIONING UNIT, unit ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
12,80141505-TS-012,SMART TELEVISION, unit ,0,5,0,5,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,5,0.00,0.00
13,80141505-TS-013,WHITE BOARD, piece ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
14,80141505-TS-014,MICROPHONE, unit ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
15,80141505-TS-015,MEDAL, piece ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
16,80141505-TS-016,DISHWASHING LIQUID, bottle ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0.00
